,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,NO_MUNICIPIO_PROVA,SG_UF_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_REDACAO,Estudo_Pai,Estudo_Mãe,Profissão_Pai,Profissão_Mãe,QT_Pessoas_Moradia,Renda_Familiar,QT_Banheiros,QT_Quartos,QT_Carros,QT_Motos,QT_Geladeira,QT_Celular,QT_Computador,Acesso_Internet
906972,2021,17 anos,M,Parda,1,cursando,0,Pública,Pinheiro,MA,,,,,1,,,H,H,D,B,4.0,C,B,D,A,B,B,C,A,B
907182,2021,20 anos,M,Branca,1,concluiu,2,Não respondeu,Catalão,GO,,,,,0,,,C,C,F,C,5.0,B,C,D,B,B,B,B,B,B
907259,2021,Menor de 17 anos,M,Não declarado,1,cursando,0,Não respondeu,Itacajá,TO,356.7,,,492.6,0,,,H,H,F,E,3.0,A,B,C,A,A,B,D,A,B
907405,2021,Entre 26 e 30 anos,M,Branca,1,concluiu,9,Não respondeu,Sorocaba,SP,,,,,1,,,H,H,B,B,4.0,C,B,C,A,B,B,D,B,B
910547,2021,17 anos,M,Parda,1,cursando,0,Pública,São Luís,MA,,,,,0,,,G,E,E,B,2.0,D,E,C,B,A,B,E,C,B
913138,2021,18 anos,F,Branca,1,cursando,0,Pública,Lagoa Santa,MG,,,,,0,,,E,F,D,C,3.0,F,D,D,B,A,B,C,B,B
915905,2021,Entre 31 e 35 anos,F,Parda,1,concluiu,12,Não respondeu,Teresina,PI,,,,,0,,,F,G,D,D,3.0,I,E,D,C,A,B,D,D,B
917590,2021,18 anos,F,Parda,1,cursando,0,Pública,Itapipoca,CE,,,,,1,,,B,B,A,A,4.0,B,B,C,A,A,B,B,A,A
918197,2021,17 anos,M,Branca,1,cursando,0,Pública,Maringá,PR,,,,,1,,,F,E,D,D,5.0,M,E,E,C,A,D,E,C,B
921654,2021,18 anos,F,Branca,1,cursando,0,Privada,Porto Alegre,RS,,,,,1,,,E,G,D,E,4.0,M,D,D,C,A,B,E,C,B
922224,2021,18 anos,M,Parda,1,concluiu,1,Não respondeu,São Paulo,SP,,,,,0,,,E,G,D,D,4.0,K,C,D,B,A,B,E,D,B
922872,2021,17 anos,M,Parda,1,cursando,0,Privada,Goiânia,GO,,,,,0,,,C,F,B,F,4.0,H,C,D,B,A,B,D,B,B
922888,2021,Entre 26 e 30 anos,M,Branca,1,concluiu,8,Não respondeu,São Paulo,SP,,,,,0,,,F,F,E,D,5.0,P,E,E,C,A,D,E,E,B
925106,2021,18 anos,M,Parda,1,cursando,0,Pública,São Paulo,SP,,,,,0,,,E,E,A,A,3.0,B,B,B,A,A,B,B,B,B
925112,2021,Entre 41 e 45 anos,M,Parda,1,concluiu,15,Não respondeu,Crato,CE,,,,,1,,,D,A,A,A,5.0,B,B,C,A,A,B,C,A,A
925456,2021,Menor de 17 anos,F,Branca,1,cursando,0,Não respondeu,Batalha,PI,,,,,0,,,F,E,D,B,4.0,B,B,D,A,B,B,C,A,B
928250,2021,18 anos,F,Parda,1,concluiu,1,Não respondeu,Forquilha,CE,,,,,1,,,A,E,A,B,3.0,B,B,C,A,B,B,C,B,B
928795,2021,22 anos,F,Parda,1,cursando,0,Pública,Icó,CE,,,,,1,,,A,D,A,A,4.0,B,B,B,A,A,B,C,A,B
930806,2021,20 anos,F,Parda,1,concluiu,3,Não respondeu,Várzea Grande,MT,,,,,1,,,D,G,D,B,3.0,D,B,C,A,B,B,D,A,B
930888,2021,18 anos,F,Branca,1,cursando,0,Pública,São Francisco do Sul,SC,,,,,0,,,C,E,C,D,3.0,B,B,D,A,A,B,B,A,B
932444,2021,19 anos,F,Preta,1,cursando,0,Privada,Vila Velha,ES,,,,,0,,,E,G,C,E,4.0,L,C,D,B,A,B,E,B,B
933541,2021,18 anos,F,Branca,1,concluiu,1,Não respondeu,São Paulo,SP,,,,,0,,,F,E,D,B,4.0,A,B,C,A,A,B,C,A,B
935038,2021,20 anos,F,Parda,1,concluiu,3,Não respondeu,São Paulo,SP,,,,,0,,,H,H,F,F,6.0,B,B,B,A,A,B,C,A,B
936145,2021,24 anos,F,Branca,1,cursando,0,Pública,Conceição do Coité,BA,,,,,0,,,B,C,F,B,5.0,A,B,D,A,A,B,D,A,B
938385,2021,18 anos,F,Branca,1,concluiu,1,Não respondeu,São Gonçalo,RJ,,,,,0,,,E,F,D,D,4.0,D,B,B,A,A,B,C,A,B
939489,2021,Entre 46 e 50 anos,F,Branca,1,concluiu,0,Não respondeu,Itupeva,SP,,,,,1,,,E,E,C,C,3.0,B,B,C,A,A,B,C,B,B
940642,2021,21 anos,F,Preta,1,concluiu,4,Não respondeu,Carpina,PE,,,,,0,,,B,E,B,B,5.0,C,B,C,A,A,B,D,B,B
941554,2021,18 anos,F,Branca,1,cursando,0,Privada,São Paulo,SP,,,,,0,,,F,F,D,D,3.0,N,B,C,A,A,B,D,D,B
942141,2021,17 anos,F,Parda,0,cursando,0,Não respondeu,Icó,CE,,,,,0,,,C,B,F,B,6.0,A,B,C,A,B,B,B,A,B
942275,2021,18 anos,M,Não declarado,1,cursando,0,Pública,Novo Oriente,CE,,,,,0,,,B,B,A,B,4.0,B,B,C,A,A,B,C,A,B
942541,2021,18 anos,F,Branca,2,cursando,0,Pública,São Paulo,SP,,,,,0,,,E,E,C,F,4.0,B,B,B,A,A,B,A,B,B
942542,2021,18 anos,M,Parda,1,cursando,0,Pública,Campos dos Goytacazes,RJ,,,,,0,,,B,E,C,D,3.0,B,B,C,A,A,B,C,A,B
942818,2021,20 anos,M,Branca,1,concluiu,1,Não respondeu,São Paulo,SP,639.5,,,687.5,0,,,G,F,D,D,3.0,G,D,D,B,A,B,D,D,B
943807,2021,18 anos,F,Parda,1,cursando,0,Pública,Ceres,GO,,,,,1,,,H,H,D,B,6.0,D,D,E,B,C,C,E,A,B
944533,2021,22 anos,F,Branca,1,concluiu,5,Não respondeu,São Bento do Una,PE,401.1,,,420.0,1,,,B,C,F,F,2.0,B,B,C,A,A,B,B,A,A
945200,2021,19 anos,M,Branca,1,concluiu,1,Não respondeu,Sete Quedas,MS,,,,,0,,,C,F,B,D,3.0,G,B,C,B,A,B,B,B,B
945235,2021,18 anos,M,Branca,1,cursando,0,Pública,São Paulo,SP,,,,,0,,,D,D,E,E,5.0,D,D,D,C,A,B,E,C,B
945916,2021,21 anos,F,Branca,1,concluiu,5,Não respondeu,Recife,PE,,,,,1,,,E,E,C,B,4.0,C,C,C,B,A,B,E,A,B
946066,2021,18 anos,M,Parda,1,cursando,0,Pública,Itatira,CE,,,,,0,,,D,E,C,D,6.0,E,D,D,A,A,B,E,B,B
947921,2021,Entre 26 e 30 anos,M,Preta,1,concluiu,12,Não respondeu,Recife,PE,,,,,0,,,F,F,E,D,3.0,H,C,D,A,A,B,A,D,B
948052,2021,20 anos,M,Branca,1,concluiu,3,Não respondeu,Duque de Caxias,RJ,,,,,0,,,B,E,B,D,4.0,D,B,D,A,A,B,C,C,B
948187,2021,17 anos,F,Branca,1,cursando,0,Pública,Jacareí,SP,,,,,0,,,F,F,D,D,2.0,F,B,C,B,A,B,D,B,B
948565,2021,17 anos,F,Branca,1,cursando,0,Privada,Mogi das Cruzes,SP,,,,,1,,,B,F,C,E,6.0,D,C,E,B,B,B,E,B,B
949158,2021,18 anos,F,Preta,1,cursando,0,Pública,Sobral,CE,,,,,0,,,H,E,A,B,6.0,B,B,C,A,B,B,D,A,B
950625,2021,19 anos,F,Parda,2,concluiu,2,Não respondeu,Cruz,CE,,,,,0,,,D,F,B,B,4.0,B,B,C,A,B,B,B,B,B
951332,2021,17 anos,F,Branca,1,cursando,0,Não respondeu,Mogi das Cruzes,SP,,,,,0,,,C,G,D,D,3.0,E,E,D,C,A,C,D,B,B
952156,2021,18 anos,M,Branca,1,cursando,0,Pública,Mossoró,RN,,,,,0,,,E,E,B,F,3.0,C,C,D,B,A,B,D,B,B
953801,2021,Entre 36 e 40 anos,F,Branca,1,cursando,0,Pública,Vitória da Conquista,BA,,,,,1,,,H,B,F,B,4.0,F,B,E,B,B,B,E,D,B
954573,2021,17 anos,M,Parda,1,cursando,0,Pública,Coxim,MS,,,,,0,,,B,E,C,B,3.0,C,B,C,B,B,B,D,B,B
954751,2021,18 anos,M,Parda,1,cursando,0,Pública,Quixadá,CE,,,,,0,,,H,E,F,D,4.0,B,B,C,A,A,B,B,B,B
956864,2021,Entre 26 e 30 anos,F,Parda,1,concluiu,9,Não respondeu,Imperatriz,MA,,,,,1,,,E,E,D,A,2.0,B,B,B,A,B,B,C,B,B
957280,2021,20 anos,F,Parda,1,concluiu,2,Não respondeu,São Gonçalo,RJ,,,,,1,,,E,E,B,B,5.0,C,B,C,A,B,B,B,A,A
957869,2021,21 anos,M,Preta,1,concluiu,3,Não respondeu,Itapuranga,GO,,,,,0,,,B,E,C,D,2.0,A,B,C,A,A,B,B,B,B
958759,2021,19 anos,M,Indígena,4,concluiu,1,Não respondeu,Fortaleza,CE,,,,,0,,,E,E,C,B,5.0,F,B,C,A,A,B,C,A,B
958864,2021,18 anos,F,Parda,1,concluiu,1,Não respondeu,Teresina,PI,,,,,1,,,C,E,A,B,3.0,B,B,D,A,A,B,D,B,B
959963,2021,18 anos,M,Branca,1,concluiu,0,Não respondeu,Ponta Grossa,PR,,,,,0,,,B,B,A,A,4.0,B,B,C,A,A,B,C,A,A
961075,2021,17 anos,F,Parda,1,cursando,0,Pública,Recife,PE,,,,,1,,,D,C,B,B,5.0,B,B,B,A,A,B,B,A,B
963700,2021,20 anos,F,Branca,1,concluiu,3,Não respondeu,São Paulo,SP,,,,,0,,,C,E,F,B,2.0,F,B,C,B,A,B,C,A,B
963835,2021,17 anos,F,Branca,1,cursando,0,Pública,Araxá,MG,,,,,0,,,F,G,C,E,4.0,I,D,D,C,A,B,E,C,B
963878,2021,17 anos,F,Branca,1,cursando,0,Pública,Curitiba,PR,,,,,1,,,E,E,D,D,5.0,E,B,C,B,A,B,D,B,B
964328,2021,22 anos,M,Parda,1,concluiu,7,Não respondeu,Ipatinga,MG,,,,,0,,,B,C,C,F,6.0,B,C,D,B,A,B,E,A,B
964709,2021,Entre 36 e 40 anos,M,Parda,1,cursando,0,Pública,Fortaleza,CE,,,,,1,,,D,C,A,B,2.0,B,B,B,A,A,B,B,A,A
965352,2021,20 anos,F,Branca,1,concluiu,3,Não respondeu,Marília,SP,,,,,1,,,B,F,B,D,2.0,E,B,C,A,B,A,C,A,A
965522,2021,18 anos,F,Branca,1,concluiu,1,Não respondeu,São Paulo,SP,564.5,,,513.8,0,,,G,G,F,E,4.0,J,C,D,B,A,B,D,B,B
965528,2021,17 anos,F,Parda,1,cursando,0,Pública,Barra do Garças,MT,,,,,1,,,D,H,B,B,5.0,A,B,C,A,A,B,B,A,B
966074,2021,17 anos,M,Branca,1,cursando,0,Pública,Pederneiras,SP,,,,,0,,,E,G,C,E,2.0,F,B,C,B,B,B,C,A,B
966701,2021,21 anos,F,Branca,1,concluiu,4,Não respondeu,São Luís,MA,,,,,1,,,B,B,A,A,2.0,B,B,B,A,A,B,A,B,B
966732,2021,19 anos,F,Amarela,1,concluiu,1,Não respondeu,Araçuaí,MG,,,,,1,,,C,D,A,A,6.0,B,B,D,A,B,B,D,A,B
966844,2021,17 anos,F,Preta,1,cursando,0,Pública,Toledo,PR,562.9,,,629.1,0,,,D,D,D,A,2.0,G,B,C,B,A,B,B,A,B
967293,2021,18 anos,F,Parda,1,concluiu,1,Não respondeu,Mogi Guaçu,SP,,,,,1,,,H,H,B,B,3.0,D,B,C,A,A,B,D,A,B
967374,2021,17 anos,M,Não declarado,1,cursando,0,Pública,Imbituba,SC,,,,,1,,,B,E,A,C,4.0,E,D,E,C,C,B,E,B,B
967404,2021,Entre 31 e 35 anos,F,Preta,1,concluiu,15,Não respondeu,Osasco,SP,,,,,1,,,C,C,C,B,3.0,G,C,C,A,A,B,D,A,B
967657,2021,18 anos,M,Branca,1,concluiu,1,Não respondeu,Santo André,SP,457.7,,,443.0,0,,,H,E,B,C,3.0,C,B,C,B,A,B,D,A,B
968190,2021,17 anos,F,Branca,1,cursando,0,Não respondeu,São Paulo,SP,,,,,0,,,E,G,D,E,2.0,L,C,C,A,A,B,C,B,B
969218,2021,23 anos,M,Parda,1,concluiu,5,Não respondeu,Lajedo,PE,,,,,0,,,H,B,F,A,8.0,A,B,D,A,A,B,D,B,B
969306,2021,18 anos,F,Branca,1,cursando,0,Pública,Surubim,PE,,,,,1,,,B,D,C,C,4.0,C,B,C,A,A,B,C,A,B
969932,2021,17 anos,M,Branca,1,cursando,0,Pública,Campo Grande,MS,,,,,1,,,E,F,D,D,5.0,C,B,C,B,A,B,E,B,B
970018,2021,17 anos,F,Branca,1,cursando,0,Pública,Goiânia,GO,,,,,0,,,E,D,D,D,2.0,B,B,C,B,A,B,C,B,B
972151,2021,Menor de 17 anos,F,Parda,1,cursando,0,Não respondeu,Recife,PE,,,,,1,,,C,D,B,F,2.0,B,B,D,A,B,B,C,B,B
972865,2021,17 anos,M,Branca,1,cursando,0,Privada,Campos dos Goytacazes,RJ,573.1,,,700.4,0,,,C,E,D,D,4.0,D,C,D,B,B,B,D,B,B
974434,2021,18 anos,F,Branca,1,cursando,0,Privada,Teresópolis,RJ,,,,,0,,,C,D,C,C,3.0,D,B,C,B,A,B,D,C,B
975450,2021,Menor de 17 anos,F,Branca,1,cursando,0,Não respondeu,Recife,PE,,,,,0,,,E,G,D,D,5.0,L,C,D,B,A,B,E,C,B
975586,2021,17 anos,M,Preta,1,cursando,0,Não respondeu,Teresópolis,RJ,381.9,,,598.0,0,,,E,E,F,B,3.0,B,B,D,A,A,B,C,A,B
978533,2021,Entre 26 e 30 anos,F,Parda,1,cursando,0,Pública,Porto Velho,RO,,,,,1,,,C,F,F,C,4.0,B,B,C,A,A,B,B,A,A
978967,2021,18 anos,F,Preta,1,cursando,0,Pública,Jaboatão dos Guararapes,PE,,,,,0,,,E,E,C,C,4.0,C,C,D,B,B,B,E,A,B
979070,2021,19 anos,M,Branca,1,concluiu,2,Não respondeu,Tramandaí,RS,629.8,,,732.3,0,,,D,E,B,D,2.0,F,B,C,A,A,B,C,B,B
980455,2021,18 anos,F,Parda,1,cursando,0,Pública,Fortaleza,CE,398.4,,,464.9,1,,,C,C,B,B,3.0,B,B,C,A,A,B,C,A,B
981154,2021,20 anos,M,Parda,1,concluiu,0,Não respondeu,Aracaju,SE,,,,,1,,,F,E,F,F,3.0,B,C,D,B,A,B,E,B,B
983855,2021,17 anos,M,Parda,1,cursando,0,Pública,Pentecoste,CE,,,,,1,,,B,B,A,A,4.0,A,B,B,A,A,B,B,A,A
984142,2021,18 anos,M,Preta,1,concluiu,1,Não respondeu,Camaragibe,PE,,,,,0,,,D,E,C,C,5.0,C,B,C,B,A,B,A,A,B
984934,2021,20 anos,M,Preta,1,cursando,0,Pública,Açu,RN,,,,,1,,,C,D,B,A,3.0,B,C,C,B,B,B,E,A,B
986774,2021,25 anos,F,Preta,1,concluiu,6,Não respondeu,Aracaju,SE,,,,,1,,,B,C,A,A,4.0,B,B,B,A,A,B,B,A,B
988488,2021,19 anos,F,Preta,1,concluiu,1,Não respondeu,Rio de Janeiro,RJ,,,,,0,,,E,E,C,B,3.0,C,B,B,A,A,B,D,A,B
989798,2021,17 anos,F,Branca,1,cursando,0,Pública,Campo Mourão,PR,,,,,0,,,E,E,C,B,4.0,C,B,C,A,B,B,D,A,B
990712,2021,18 anos,F,Parda,1,concluiu,1,Não respondeu,Dracena,SP,,,,,1,,,F,B,B,F,3.0,B,B,C,B,A,B,C,A,B
991338,2021,Menor de 17 anos,F,Branca,1,cursando,0,Não respondeu,São Paulo,SP,0.0,,,0.0,0,,,F,F,D,E,3.0,N,C,C,B,A,B,D,C,B
992615,2021,20 anos,M,Branca,1,concluiu,3,Não respondeu,Ipu,CE,,,,,0,,,B,E,C,B,4.0,C,C,C,A,B,B,D,A,B
993331,2021,17 anos,F,Branca,1,cursando,0,Pública,Campina Grande,PB,540.0,,,430.8,0,,,E,E,B,B,3.0,C,C,C,A,B,B,D,A,B
993511,2021,19 anos,F,Preta,1,cursando,0,Pública,Areia Branca,SE,,,,,1,,,H,H,F,F,3.0,A,B,B,A,A,A,B,A,B
994829,2021,22 anos,F,Parda,1,concluiu,0,Não respondeu,Aracaju,SE,,,,,1,,,E,E,B,B,6.0,B,B,C,A,A,B,C,A,B
995342,2021,19 anos,F,Parda,1,concluiu,1,Não respondeu,Patos de Minas,MG,,,,,0,,,B,D,A,A,5.0,B,B,C,B,A,B,C,A,A
995610,2021,19 anos,F,Parda,1,concluiu,2,Não respondeu,São Paulo,SP,,,,,0,,,F,F,B,B,4.0,F,B,C,C,A,B,E,B,B
996923,2021,Menor de 17 anos,F,Parda,1,cursando,0,Não respondeu,Cachoeiro de Itapemirim,ES,,,,,0,,,D,D,C,B,4.0,E,B,C,B,A,B,E,B,B
997759,2021,21 anos,M,Parda,1,concluiu,3,Não respondeu,Cariacica,ES,,,,,0,,,E,B,C,B,3.0,E,B,C,A,B,B,D,B,B
998364,2021,19 anos,M,Parda,1,concluiu,1,Não respondeu,Recife,PE,,,,,0,,,E,D,C,B,7.0,C,B,D,A,A,B,C,A,B
999217,2021,Entre 26 e 30 anos,M,Parda,2,concluiu,9,Não respondeu,Pedro II,PI,,,,,0,,,A,A,A,A,3.0,B,B,D,A,B,B,D,A,B
999579,2021,Entre 26 e 30 anos,M,Parda,1,concluiu,0,Não respondeu,Vitória,ES,,,,,0,,,E,E,C,C,1.0,A,B,C,A,A,A,B,A,B
999889,2021,19 anos,F,Parda,1,concluiu,1,Não respondeu,Picos,PI,,,,,0,,,D,E,A,A,4.0,B,B,C,A,B,B,B,A,A
1000732,2021,17 anos,F,Parda,1,cursando,0,Pública,Machacalis,MG,,,,,1,,,E,C,A,F,6.0,B,B,D,A,B,B,B,A,A
1001323,2021,18 anos,M,Não declarado,1,cursando,0,Pública,Caucaia,CE,,,,,1,,,B,B,B,B,4.0,C,B,B,A,A,B,A,A,A
1001710,2021,18 anos,F,Parda,1,concluiu,1,Não respondeu,Curvelo,MG,,,,,0,,,C,G,C,D,3.0,G,B,D,A,A,B,D,B,B
1003252,2021,18 anos,M,Branca,1,cursando,0,Não respondeu,Londrina,PR,,,,,0,,,E,C,C,C,4.0,G,C,D,B,A,B,E,A,B
1003765,2021,17 anos,M,Branca,1,cursando,0,Pública,Maringá,PR,,,,,0,,,C,F,C,B,2.0,C,C,D,A,B,B,C,B,B
1004320,2021,20 anos,F,Parda,1,concluiu,3,Não respondeu,Imperatriz,MA,,,,,0,,,B,B,B,B,2.0,B,B,C,A,A,B,C,A,B
1004374,2021,22 anos,F,Branca,1,concluiu,4,Não respondeu,Rio de Janeiro,RJ,,,,,0,,,E,E,F,B,2.0,B,B,B,A,A,B,A,A,B
1005848,2021,22 anos,M,Branca,1,concluiu,4,Não respondeu,São José dos Campos,SP,,,,,1,,,C,E,A,C,4.0,B,B,B,A,A,B,B,B,B
1006739,2021,25 anos,F,Preta,1,concluiu,8,Não respondeu,Itaporanga d'Ajuda,SE,,,,,1,,,E,C,A,A,2.0,B,B,B,A,B,B,C,B,B
1007146,2021,18 anos,F,Branca,1,cursando,0,Pública,Campo Grande,MS,,,,,0,,,F,E,D,D,3.0,D,B,C,B,A,B,C,B,B
1008126,2021,22 anos,M,Parda,1,concluiu,3,Não respondeu,Fortaleza,CE,,,,,0,,,B,D,B,A,3.0,D,C,C,A,B,B,D,B,B
1008364,2021,17 anos,F,Parda,1,cursando,0,Pública,Foz do Iguaçu,PR,,,,,1,,,F,E,D,B,4.0,H,C,D,B,A,B,E,B,B
1008439,2021,24 anos,F,Parda,1,concluiu,7,Não respondeu,Santa Maria,RS,,,,,0,,,G,G,E,D,1.0,F,C,C,A,A,B,B,B,B
1009711,2021,19 anos,M,Branca,1,cursando,0,Pública,Aracruz,ES,,,,,1,,,H,H,A,B,4.0,D,B,C,B,C,C,E,B,B
1009882,2021,18 anos,F,Parda,1,cursando,0,Pública,Itapecerica da Serra,SP,,,,,0,,,B,E,A,B,4.0,B,B,B,A,A,B,D,B,A
1010506,2021,Menor de 17 anos,F,Branca,1,cursando,0,Não respondeu,São Paulo,SP,445.5,,,470.1,0,,,G,G,D,D,3.0,H,C,D,B,A,B,D,D,B
1010816,2021,17 anos,M,Branca,1,cursando,0,Pública,Presidente Prudente,SP,,,,,0,,,C,E,D,B,6.0,G,B,D,B,A,B,E,D,B
1011416,2021,Entre 26 e 30 anos,M,Preta,1,concluiu,0,Não respondeu,Salvador,BA,,,,,1,,,H,D,F,B,2.0,C,B,C,A,A,B,B,A,B
1013978,2021,17 anos,F,Parda,1,cursando,0,Não respondeu,Iporá,GO,,,,,1,,,E,G,E,D,4.0,J,C,D,B,B,B,D,B,B
1014293,2021,17 anos,F,Amarela,1,cursando,0,Pública,Rio Branco,AC,,,,,0,,,E,E,C,B,4.0,A,B,C,A,A,B,C,A,B
1014934,2021,Menor de 17 anos,F,Parda,2,cursando,0,Não respondeu,Sousa,PB,499.4,,,465.1,0,,,E,C,C,B,3.0,E,B,B,A,A,B,C,A,B
1014939,2021,17 anos,F,Preta,2,cursando,0,Pública,Campo Limpo Paulista,SP,,,,,1,,,H,E,B,D,7.0,B,B,D,A,A,B,C,C,B
1016318,2021,17 anos,M,Parda,1,cursando,0,Pública,São Roque,SP,533.9,,,624.1,0,,,G,G,D,D,3.0,G,C,D,B,A,B,D,E,B
1016479,2021,18 anos,M,Parda,1,cursando,0,Pública,Londrina,PR,,,,,0,,,B,E,C,C,4.0,C,B,C,B,A,B,D,A,B
1017267,2021,Menor de 17 anos,F,Parda,1,cursando,0,Não respondeu,Águas Belas,PE,,,,,0,,,E,G,D,D,4.0,F,B,D,B,B,B,E,B,B
1017469,2021,Menor de 17 anos,F,Branca,1,cursando,0,Não respondeu,Congonhas,MG,,,,,0,,,E,E,C,B,4.0,J,D,D,C,A,B,E,D,B
1019026,2021,19 anos,F,Parda,1,cursando,0,Pública,Marechal Deodoro,AL,,,,,1,,,B,C,B,B,3.0,B,B,C,A,A,B,C,B,B
1019415,2021,19 anos,M,Branca,1,cursando,0,Pública,Tatuí,SP,,,,,1,,,D,E,F,F,2.0,N,E,E,C,A,B,D,B,B
1019610,2021,18 anos,M,Parda,1,cursando,0,Privada,Guarulhos,SP,,,,,1,,,E,E,C,B,3.0,B,B,C,A,A,B,B,A,B
1020158,2021,17 anos,M,Parda,2,cursando,0,Pública,Foz do Iguaçu,PR,534.2,,,633.6,1,,,H,C,F,C,3.0,F,B,C,A,A,B,D,A,B
1021190,2021,17 anos,F,Parda,1,cursando,0,Não respondeu,Vitória de Santo Antão,PE,,,,,0,,,D,E,C,B,3.0,A,B,C,A,A,B,C,B,B
1023557,2021,18 anos,M,Parda,1,concluiu,1,Não respondeu,Fortaleza,CE,,,,,1,,,B,D,B,C,4.0,B,C,C,A,A,B,D,B,B
1023887,2021,18 anos,F,Parda,1,cursando,0,Pública,Brasília,DF,,,,,1,,,D,E,C,B,2.0,B,B,A,A,A,B,C,B,B
1024713,2021,Entre 31 e 35 anos,F,Parda,1,concluiu,14,Não respondeu,Jacobina,BA,,,,,1,,,A,B,A,A,4.0,C,B,C,A,B,B,B,A,B
1025814,2021,20 anos,M,Branca,1,concluiu,3,Não respondeu,Nova Friburgo,RJ,,,,,0,,,G,E,D,D,3.0,G,C,D,B,A,C,D,D,B
1026764,2021,22 anos,F,Branca,1,concluiu,5,Não respondeu,Carira,SE,,,,,1,,,A,A,A,A,3.0,B,B,C,A,A,A,B,A,B
1027335,2021,18 anos,M,Branca,1,cursando,0,Pública,Tangará da Serra,MT,,,,,1,,,D,E,A,E,3.0,B,C,C,B,B,B,D,B,B
1028804,2021,Entre 26 e 30 anos,M,Preta,1,concluiu,13,Não respondeu,Goiânia,GO,,,,,1,,,B,C,C,C,4.0,C,B,C,B,A,B,E,B,B
1029177,2021,Entre 46 e 50 anos,M,Não declarado,1,concluiu,15,Não respondeu,Rio Grande,RS,,,,,0,,,B,B,C,B,3.0,G,B,C,B,A,B,C,C,B
1029494,2021,18 anos,F,Branca,1,concluiu,1,Não respondeu,São Luís,MA,,,,,1,,,F,G,D,E,5.0,C,C,C,B,A,B,C,A,B
1029570,2021,21 anos,F,Parda,1,concluiu,3,Não respondeu,Feira de Santana,BA,,,,,1,,,B,E,C,B,5.0,B,B,C,A,B,B,C,A,A
1029666,2021,18 anos,M,Branca,1,cursando,0,Pública,São Paulo,SP,,,,,0,,,D,E,C,B,5.0,D,B,C,A,A,B,C,B,B
1030010,2021,25 anos,F,Parda,1,concluiu,8,Não respondeu,Anápolis,GO,,,,,0,,,B,E,C,F,2.0,B,B,B,A,A,B,C,B,B
1030931,2021,Entre 31 e 35 anos,F,Branca,1,concluiu,15,Não respondeu,Pau dos Ferros,RN,,,,,1,,,B,B,A,A,3.0,G,B,D,A,C,B,C,B,B
1031004,2021,18 anos,F,Branca,1,cursando,0,Pública,Guaíra,PR,,,,,1,,,H,H,B,B,3.0,B,B,C,B,A,B,C,B,B
1031155,2021,17 anos,F,Branca,1,cursando,0,Pública,Sorocaba,SP,,,,,0,,,F,G,E,D,4.0,H,C,D,B,B,B,E,C,B
1031537,2021,19 anos,M,Parda,1,concluiu,2,Não respondeu,Porto Calvo,AL,,,,,1,,,D,B,B,A,3.0,B,B,C,A,B,B,C,A,B
1033413,2021,17 anos,F,Parda,1,cursando,0,Pública,Camocim,CE,471.2,,,422.8,1,,,B,B,A,A,7.0,B,B,E,C,C,B,E,A,B
1033516,2021,Menor de 17 anos,F,Branca,1,cursando,0,Não respondeu,Itatiba,SP,,,,,0,,,E,D,D,C,5.0,I,B,C,B,A,B,E,C,B
1034972,2021,21 anos,F,Preta,1,concluiu,5,Não respondeu,São Paulo,SP,,,,,0,,,B,B,B,B,2.0,C,B,B,A,A,B,C,B,B
1035508,2021,17 anos,F,Branca,1,cursando,0,Pública,São Miguel Arcanjo,SP,,,,,1,,,C,E,A,B,4.0,B,B,D,B,A,B,B,B,B
1037575,2021,20 anos,F,Preta,1,concluiu,2,Não respondeu,João Monlevade,MG,,,,,0,,,C,C,F,B,4.0,C,B,D,A,A,B,D,B,B
1037849,2021,24 anos,F,Parda,1,concluiu,8,Não respondeu,Grajaú,MA,,,,,1,,,B,F,A,A,2.0,B,B,B,B,B,B,C,A,A
1037956,2021,21 anos,M,Parda,1,concluiu,1,Não respondeu,Nossa Senhora do Socorro,SE,,,,,1,,,B,B,C,B,4.0,B,B,C,A,A,B,C,A,A
1038117,2021,22 anos,F,Parda,1,cursando,0,Pública,Umbaúba,SE,,,,,1,,,D,D,A,A,6.0,B,B,C,A,A,B,C,A,B
1038174,2021,Entre 46 e 50 anos,F,Parda,1,concluiu,15,Não respondeu,Ilhéus,BA,,,,,1,,,A,B,A,B,4.0,B,B,C,B,A,B,C,B,B
1038233,2021,18 anos,F,Parda,1,concluiu,1,Não respondeu,Brusque,SC,,,,,1,,,H,E,C,C,3.0,F,B,D,C,A,B,D,A,B
1038588,2021,17 anos,F,Parda,1,cursando,0,Pública,Grajaú,MA,,,,,1,,,B,C,A,F,4.0,A,B,C,A,C,B,D,A,B
1038928,2021,23 anos,F,Parda,1,concluiu,3,Não respondeu,Belford Roxo,RJ,,,,,0,,,D,D,C,C,1.0,A,B,B,A,A,B,B,B,B
1039660,2021,19 anos,F,Parda,1,concluiu,1,Não respondeu,Sete Lagoas,MG,,,,,0,,,B,B,A,B,3.0,B,C,D,B,B,C,D,A,B
