,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ESCOLA,NO_MUNICIPIO_PROVA,SG_UF_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_REDACAO,Estudo_Pai,Estudo_Mãe,Profissão_Pai,Profissão_Mãe,QT_Pessoas_Moradia,Renda_Familiar,QT_Banheiros,QT_Quartos,QT_Carros,QT_Motos,QT_Geladeira,QT_Celular,QT_Computador,Acesso_Internet
239311,2020,21 anos,F,Parda,1,concluiu,Não respondeu,Fortaleza,CE,,,,,0,,,H,H,F,F,6.0,C,B,D,B,A,B,A,A,A
242964,2020,20 anos,F,Parda,2,concluiu,Não respondeu,Tocantinópolis,TO,,,,,0,,,H,D,F,B,4.0,B,B,D,A,B,B,C,A,A
243418,2020,19 anos,F,Parda,1,concluiu,Não respondeu,Salvador,BA,,,,,0,,,E,F,D,D,5.0,G,B,C,A,B,B,E,B,B
244282,2020,19 anos,M,Parda,1,cursando,Pública,Colatina,ES,,,,,0,,,G,G,E,E,4.0,O,D,D,C,B,B,E,D,B
248193,2020,18 anos,M,Preta,1,cursando,Pública,São Mateus,ES,,,,,1,,,C,E,C,B,2.0,B,B,C,A,B,B,C,B,B
252539,2020,18 anos,M,Branca,1,concluiu,Não respondeu,Marabá,PA,,,,,0,,,E,E,C,C,2.0,B,B,C,A,A,B,B,A,A
254373,2020,18 anos,M,Preta,1,cursando,Pública,Tangará da Serra,MT,,,,,1,,,B,B,A,B,2.0,B,B,C,A,B,B,C,A,B
254767,2020,18 anos,M,Parda,1,cursando,Pública,São José do Rio Preto,SP,,,,,0,,,H,C,F,C,5.0,D,B,D,B,B,B,D,B,B
257064,2020,23 anos,F,Parda,1,cursando,Pública,Belém,PA,,,,,1,,,G,B,D,B,6.0,B,B,C,A,A,B,B,A,B
259104,2020,19 anos,F,Parda,1,cursando,Pública,Fortaleza,CE,,,,,1,,,,,,,,,,,,,,,,
264420,2020,17 anos,M,Preta,1,cursando,Pública,Salvador,BA,,,,,0,,,E,E,C,B,3.0,D,B,C,A,A,B,D,B,B
265852,2020,17 anos,F,Branca,1,cursando,Pública,Rio de Janeiro,RJ,,,,,0,,,E,F,C,D,4.0,E,C,C,B,A,B,E,B,B
266016,2020,20 anos,F,Não declarado,1,concluiu,Não respondeu,Fortaleza,CE,,,,,0,,,H,D,C,B,3.0,B,B,C,A,A,B,C,A,B
266398,2020,18 anos,M,Não declarado,1,concluiu,Não respondeu,Belo Horizonte,MG,,,,,1,,,,,,,,,,,,,,,,
266920,2020,19 anos,F,Branca,1,cursando,Pública,Natal,RN,,,,,1,,,,,,,,,,,,,,,,
267482,2020,24 anos,F,Parda,1,concluiu,Não respondeu,Paramirim,BA,,,,,0,,,H,H,B,B,2.0,B,B,C,A,A,B,C,A,B
267682,2020,18 anos,F,Parda,1,cursando,Pública,Goiânia,GO,,,,,1,,,,,,,,,,,,,,,,
268496,2020,Entre 26 e 30 anos,F,Não declarado,1,concluiu,Não respondeu,São Paulo,SP,,,,,0,,,H,B,F,C,2.0,D,B,B,A,A,B,C,B,B
270556,2020,17 anos,F,Parda,1,cursando,Pública,Botucatu,SP,,,,,0,,,D,D,C,B,3.0,F,C,D,B,A,B,D,C,B
271397,2020,17 anos,M,Branca,1,cursando,Pública,Catanduva,SP,,,,,0,,,E,E,D,D,4.0,E,D,D,C,A,B,E,C,B
272571,2020,17 anos,M,Branca,1,cursando,Privada,Jataí,GO,,,,,0,,,D,G,A,E,3.0,G,C,D,B,A,B,D,A,B
273033,2020,18 anos,M,Parda,1,cursando,Privada,Fortaleza,CE,472.2,,,514.2,0,,,E,E,C,C,5.0,J,D,D,C,A,B,E,B,B
273044,2020,19 anos,M,Amarela,1,cursando,Pública,Salvador,BA,,,,,1,,,,,,,,,,,,,,,,
274281,2020,21 anos,M,Branca,1,cursando,Pública,Joinville,SC,,,,,0,,,F,E,D,D,4.0,I,C,E,C,A,C,E,A,B
274348,2020,22 anos,M,Parda,1,concluiu,Não respondeu,Fortaleza,CE,,,,,0,,,,,,,,,,,,,,,,
276493,2020,Menor de 17 anos,F,Parda,1,cursando,Não respondeu,Campo Formoso,BA,,,,,0,,,E,C,C,F,3.0,A,B,C,A,A,B,D,B,B
276912,2020,17 anos,M,Parda,1,cursando,Pública,Itaituba,PA,,,,,0,,,B,H,A,F,2.0,B,B,C,A,A,B,B,A,B
277270,2020,Entre 31 e 35 anos,M,Parda,1,concluiu,Não respondeu,Mamanguape,PB,,,,,0,,,B,F,B,D,4.0,C,B,C,A,A,B,C,B,B
279412,2020,17 anos,F,Parda,1,cursando,Não respondeu,Formosa,GO,,,,,1,,,C,B,B,A,3.0,B,B,B,A,B,B,C,A,A
279427,2020,18 anos,F,Branca,1,cursando,Pública,Baixa Grande,BA,,,,,0,,,C,E,C,C,5.0,B,B,C,A,A,B,C,A,B
283247,2020,18 anos,F,Parda,1,concluiu,Não respondeu,Andradina,SP,,,,,1,,,H,D,F,B,2.0,B,B,B,A,A,B,B,A,B
284490,2020,17 anos,F,Branca,1,cursando,Pública,Contagem,MG,,,,,1,,,E,E,C,F,5.0,G,B,C,B,A,B,E,B,B
284770,2020,17 anos,M,Parda,1,cursando,Pública,Delmiro Gouveia,AL,,,,,1,,,B,D,A,A,4.0,B,B,D,B,B,B,B,A,B
287086,2020,17 anos,F,Branca,1,cursando,Não respondeu,Fortaleza,CE,,,,,0,,,F,F,E,D,4.0,Q,E,E,D,A,B,A,D,B
287904,2020,18 anos,F,Parda,1,cursando,Não respondeu,São Raimundo Nonato,PI,,,,,1,,,B,D,A,A,4.0,A,B,D,A,B,B,D,A,B
288291,2020,23 anos,M,Preta,1,concluiu,Não respondeu,Salvador,BA,,,,,1,,,C,C,D,F,2.0,B,B,C,B,A,B,D,B,B
288578,2020,19 anos,M,Parda,1,concluiu,Não respondeu,Boa Vista,RR,,,,,1,,,B,C,B,B,4.0,C,B,C,A,A,B,D,A,B
290264,2020,17 anos,M,Parda,1,cursando,Pública,Santa Maria da Vitória,BA,,,,,1,,,B,E,B,B,5.0,B,B,C,A,A,B,B,A,A
291095,2020,21 anos,M,Preta,1,concluiu,Não respondeu,Cachoeiro de Itapemirim,ES,,,,,1,,,C,C,B,B,8.0,B,B,D,B,A,B,E,B,B
291477,2020,24 anos,F,Parda,1,concluiu,Não respondeu,Horizonte,CE,,,,,1,,,D,E,C,C,3.0,A,B,B,A,A,B,B,A,A
291735,2020,Entre 26 e 30 anos,F,Parda,1,concluiu,Não respondeu,Camaçari,BA,,,,,0,,,B,E,B,B,2.0,C,B,B,B,A,B,B,B,B
293113,2020,20 anos,F,Parda,1,não concluiu,Não respondeu,Fortaleza,CE,,,,,0,,,H,D,F,B,3.0,D,B,B,A,A,B,B,B,B
294180,2020,17 anos,M,Parda,1,cursando,Pública,Presidente Dutra,MA,,,,,0,,,A,A,A,A,4.0,A,B,B,A,A,A,B,A,A
294673,2020,Entre 36 e 40 anos,M,Parda,1,concluiu,Não respondeu,Juazeiro,BA,,,,,0,,,,,,,,,,,,,,,,
295011,2020,25 anos,M,Parda,1,concluiu,Não respondeu,Parnamirim,RN,,,,,1,,,B,B,A,A,1.0,C,B,B,A,B,B,C,A,B
296801,2020,18 anos,M,Parda,1,cursando,Pública,Boa Viagem,CE,,,,,1,,,B,C,A,A,4.0,B,B,C,B,B,B,D,A,B
297898,2020,18 anos,M,Parda,1,concluiu,Não respondeu,Recife,PE,,,,,1,,,E,E,B,D,2.0,C,B,C,A,A,B,B,A,B
298167,2020,17 anos,F,Branca,1,cursando,Pública,Fortaleza,CE,,,,,1,,,,,,,,,,,,,,,,
301001,2020,20 anos,F,Parda,1,concluiu,Não respondeu,Patos,PB,,,,,1,,,C,C,C,B,5.0,A,B,C,B,B,B,B,A,A
302956,2020,17 anos,M,Parda,1,cursando,Pública,Jaguaribe,CE,,,,,1,,,C,C,B,B,4.0,B,C,C,A,A,B,C,A,A
303624,2020,17 anos,M,Preta,1,cursando,Privada,Salvador,BA,,,,,0,,,E,G,C,D,3.0,E,B,C,B,A,B,D,D,B
304056,2020,23 anos,M,Preta,1,concluiu,Não respondeu,Feira de Santana,BA,,,,,0,,,H,E,F,B,5.0,C,C,D,A,B,B,D,A,B
304696,2020,Entre 31 e 35 anos,F,Parda,1,concluiu,Não respondeu,Areia Branca,RN,,,,,1,,,A,C,B,B,6.0,B,B,C,A,A,B,C,A,A
306429,2020,23 anos,M,Parda,1,concluiu,Não respondeu,Belo Horizonte,MG,,,,,0,,,,,,,,,,,,,,,,
307141,2020,19 anos,F,Parda,1,concluiu,Não respondeu,Oliveira,MG,,,,,1,,,C,E,A,B,4.0,C,C,D,A,A,B,D,A,B
309136,2020,17 anos,F,Parda,1,cursando,Pública,Franco da Rocha,SP,,,,,0,,,E,F,D,D,5.0,I,D,D,C,A,B,E,C,B
310049,2020,18 anos,M,Branca,1,concluiu,Não respondeu,São José dos Campos,SP,,,,,0,,,E,F,A,D,4.0,G,B,C,B,A,B,D,B,B
311473,2020,Entre 26 e 30 anos,M,Parda,1,concluiu,Não respondeu,Montes Claros,MG,,,,,1,,,E,E,A,A,5.0,E,B,C,A,A,B,D,A,B
312193,2020,17 anos,M,Parda,1,cursando,Pública,Capela,SE,,,,,1,,,H,E,B,B,6.0,A,B,C,A,B,B,C,A,B
313117,2020,Menor de 17 anos,M,Parda,1,cursando,Não respondeu,Buritis,MG,,,,,0,,,D,E,A,D,4.0,D,B,C,A,B,B,C,B,B
314306,2020,Entre 51 e 55 anos,F,Parda,1,concluiu,Não respondeu,Belém,PA,,,,,1,,,D,D,B,B,2.0,B,B,B,A,A,B,B,A,B
314350,2020,17 anos,F,Branca,1,cursando,Não respondeu,Catolé do Rocha,PB,,,,,1,,,C,C,C,B,4.0,B,B,C,A,B,B,D,A,B
317542,2020,Entre 26 e 30 anos,M,Preta,1,concluiu,Não respondeu,Pinheiro,MA,,,,,0,,,C,E,A,D,3.0,C,B,C,A,B,B,C,A,A
317725,2020,19 anos,F,Parda,1,cursando,Pública,Salvador,BA,,,,,0,,,E,E,C,B,4.0,B,B,C,A,A,B,B,A,B
317909,2020,17 anos,F,Parda,1,cursando,Não respondeu,Buritis,RO,,,,,0,,,C,E,F,B,2.0,B,B,D,A,A,B,C,A,B
318042,2020,19 anos,F,Parda,1,cursando,Pública,Buerarema,BA,,,,,1,,,C,C,B,F,3.0,A,B,C,A,A,B,B,A,B
318059,2020,19 anos,F,Parda,1,concluiu,Não respondeu,Maringá,PR,,,,,0,,,F,E,D,D,3.0,F,B,D,B,A,B,D,B,B
318840,2020,18 anos,F,Parda,1,cursando,Pública,Juiz de Fora,MG,,,,,1,,,E,E,C,B,4.0,C,B,D,B,A,B,E,A,B
320316,2020,18 anos,F,Branca,1,cursando,Pública,Novo Hamburgo,RS,,,,,0,,,C,E,B,B,2.0,C,B,D,B,A,B,C,B,B
322113,2020,21 anos,M,Parda,1,concluiu,Não respondeu,Brasília,DF,,,,,0,,,A,B,A,A,1.0,B,B,C,A,A,B,B,B,B
322835,2020,18 anos,F,Branca,2,concluiu,Não respondeu,São José dos Campos,SP,,,,,0,,,B,E,C,D,3.0,C,B,C,A,A,B,D,B,B
324790,2020,17 anos,F,Branca,1,cursando,Pública,Cajuru,SP,,,,,0,,,B,D,B,B,4.0,B,B,C,B,A,B,D,B,B
329834,2020,17 anos,M,Preta,1,cursando,Não respondeu,Paulistana,PI,,,,,1,,,B,D,A,A,3.0,B,B,B,A,A,B,B,A,A
330478,2020,18 anos,F,Parda,1,cursando,Pública,Coari,AM,,,,,0,,,C,D,F,E,6.0,D,D,E,A,B,C,E,A,B
331168,2020,20 anos,M,Branca,1,concluiu,Não respondeu,Frederico Westphalen,RS,,,,,0,,,D,F,A,A,1.0,B,B,B,A,B,B,B,A,B
331188,2020,17 anos,F,Parda,1,cursando,Pública,Ourinhos,SP,,,,,0,,,D,E,C,B,4.0,E,D,D,C,B,C,E,A,B
332734,2020,17 anos,F,Parda,1,cursando,Não respondeu,Nova Iguaçu,RJ,,,,,0,,,F,G,E,D,5.0,M,D,E,C,A,B,E,C,B
337350,2020,17 anos,F,Branca,1,cursando,Pública,Araguaína,TO,,,,,1,,,E,G,C,C,8.0,D,B,D,B,A,B,E,B,B
339275,2020,18 anos,F,Parda,1,cursando,Pública,São Carlos,SP,,,,,0,,,E,E,C,B,4.0,J,C,D,B,B,B,E,B,B
339557,2020,23 anos,M,Parda,1,concluiu,Não respondeu,Belém,PA,,,,,1,,,F,E,D,D,3.0,C,B,C,A,A,B,C,B,B
340283,2020,17 anos,F,Preta,1,cursando,Pública,Manaus,AM,,,,,0,,,E,E,C,B,4.0,B,B,B,A,A,B,D,A,B
340354,2020,22 anos,F,Parda,1,concluiu,Não respondeu,Birigui,SP,,,,,1,,,B,C,B,B,3.0,C,B,C,B,B,B,B,A,B
341136,2020,21 anos,M,Preta,1,concluiu,Não respondeu,Salvador,BA,,,,,0,,,E,C,B,B,3.0,B,B,C,A,A,B,D,B,B
341356,2020,18 anos,M,Parda,1,cursando,Pública,Parauapebas,PA,,,,,1,,,D,C,B,C,4.0,C,B,D,A,B,B,E,A,B
341785,2020,Menor de 17 anos,M,Parda,1,cursando,Não respondeu,João Pessoa,PB,,,,,0,,,G,G,E,E,2.0,N,C,D,B,A,B,C,A,B
342195,2020,17 anos,M,Parda,1,cursando,Pública,Crato,CE,,,,,0,,,E,E,B,C,6.0,B,C,D,B,B,B,E,B,B
342272,2020,18 anos,F,Amarela,1,concluiu,Não respondeu,São Geraldo do Araguaia,PA,,,,,1,,,D,C,B,B,5.0,B,B,C,B,A,B,C,A,B
343649,2020,17 anos,M,Parda,1,cursando,Pública,Montes Claros,MG,,,,,1,,,E,E,C,D,4.0,G,B,C,B,A,B,B,A,A
344173,2020,17 anos,M,Preta,1,cursando,Pública,São Luís,MA,,,,,1,,,F,F,D,D,7.0,H,B,D,B,A,B,D,B,B
344176,2020,18 anos,F,Parda,1,cursando,Pública,Buerarema,BA,,,,,0,,,H,E,C,C,6.0,C,B,C,A,A,B,D,A,B
345241,2020,19 anos,M,Preta,1,cursando,Pública,João Pessoa,PB,,,,,1,,,D,E,D,D,2.0,B,B,C,A,A,B,C,A,A
345701,2020,18 anos,F,Branca,1,cursando,Pública,Itajaí,SC,,,,,0,,,C,E,C,B,4.0,F,B,C,B,C,B,E,A,B
346272,2020,18 anos,M,Parda,1,concluiu,Não respondeu,Imperatriz,MA,,,,,1,,,E,E,B,F,5.0,E,C,D,A,B,B,D,A,B
347458,2020,18 anos,F,Branca,1,concluiu,Não respondeu,Baixo Guandu,ES,,,,,1,,,B,E,A,B,2.0,C,C,C,A,A,B,C,B,B
350504,2020,19 anos,M,Parda,1,cursando,Pública,Rio das Ostras,RJ,,,,,0,,,D,C,C,B,2.0,B,B,B,B,A,B,B,B,B
353083,2020,17 anos,F,Branca,1,concluiu,Não respondeu,Patos,PB,,,,,1,,,C,E,B,B,3.0,D,B,D,A,A,B,D,A,B
354733,2020,19 anos,F,Branca,1,cursando,Pública,Porto Velho,RO,,,,,1,,,C,C,D,B,5.0,G,C,D,B,B,B,E,B,B
356133,2020,Entre 31 e 35 anos,F,Parda,1,concluiu,Não respondeu,Mogi das Cruzes,SP,,,,,1,,,B,B,B,B,3.0,A,C,D,B,A,B,C,B,B
357760,2020,20 anos,M,Branca,1,concluiu,Não respondeu,Águas Lindas de Goiás,GO,,,,,0,,,B,F,B,D,3.0,H,C,C,B,A,B,D,C,B
358922,2020,17 anos,F,Parda,1,cursando,Pública,Maracanaú,CE,,,,,0,,,E,E,B,C,2.0,C,B,B,A,A,B,C,A,B
359011,2020,19 anos,F,Branca,1,concluiu,Não respondeu,São José dos Campos,SP,,,,,0,,,F,G,E,D,3.0,Q,E,E,C,A,B,E,D,B
359274,2020,24 anos,M,Parda,1,concluiu,Não respondeu,João Pessoa,PB,,,,,0,,,,,,,,,,,,,,,,
359850,2020,20 anos,F,Branca,1,concluiu,Não respondeu,Curitiba,PR,,,,,0,,,,,,,,,,,,,,,,
360436,2020,19 anos,M,Parda,1,cursando,Pública,Fortaleza,CE,,,,,1,,,E,D,D,F,3.0,C,B,C,A,A,B,D,A,A
361155,2020,18 anos,F,Branca,1,cursando,Pública,Monte Aprazível,SP,,,,,0,,,A,C,A,A,3.0,F,B,D,B,A,B,C,A,A
365111,2020,Entre 46 e 50 anos,M,Branca,1,concluiu,Não respondeu,São José,SC,,,,,0,,,B,C,B,C,2.0,D,B,C,B,B,B,B,B,B
365459,2020,20 anos,F,Branca,1,concluiu,Não respondeu,Goiânia,GO,,,,,0,,,B,C,B,B,3.0,B,B,C,A,A,B,D,A,B
365466,2020,17 anos,F,Branca,1,cursando,Pública,Jales,SP,414.9,,,420.0,1,,,E,E,A,A,3.0,B,B,C,B,A,B,B,A,A
366096,2020,Menor de 17 anos,F,Parda,1,cursando,Não respondeu,Curitiba,PR,,,,,0,,,F,B,D,C,5.0,F,B,D,D,A,B,E,D,B
366156,2020,17 anos,F,Parda,1,cursando,Pública,Recife,PE,,,,,1,,,,,,,,,,,,,,,,
366464,2020,18 anos,F,Parda,1,concluiu,Não respondeu,Montes Claros,MG,,,,,0,,,F,F,C,D,6.0,I,B,C,B,C,B,E,C,B
366645,2020,24 anos,F,Branca,1,concluiu,Não respondeu,Ribeirão Preto,SP,,,,,0,,,E,F,C,D,3.0,D,B,C,B,A,B,D,C,B
367549,2020,23 anos,F,Branca,1,concluiu,Não respondeu,Baturité,CE,,,,,1,,,B,B,A,B,4.0,B,B,C,A,A,B,C,A,A
369663,2020,18 anos,M,Preta,1,cursando,Privada,Rio de Janeiro,RJ,561.7,,,444.2,0,,,E,E,C,D,4.0,F,B,C,C,A,B,E,B,B
369743,2020,20 anos,M,Branca,1,concluiu,Não respondeu,Picos,PI,,,,,1,,,C,A,B,A,2.0,B,B,C,A,B,B,C,A,A
375114,2020,18 anos,F,Parda,1,cursando,Pública,Marituba,PA,,,,,1,,,E,B,D,A,5.0,C,B,D,A,A,B,D,A,A
377855,2020,Entre 26 e 30 anos,F,Parda,1,concluiu,Não respondeu,Conceição do Mato Dentro,MG,,,,,1,,,B,B,A,A,3.0,F,B,D,B,B,B,D,B,B
378277,2020,19 anos,F,Parda,1,concluiu,Não respondeu,Joinville,SC,,,,,1,,,C,B,C,B,3.0,C,B,D,A,A,B,D,A,A
379363,2020,18 anos,F,Branca,1,cursando,Pública,Natal,RN,,,,,0,,,D,D,C,B,4.0,D,B,D,B,A,B,E,B,B
379599,2020,17 anos,M,Branca,1,cursando,Não respondeu,Fortaleza,CE,,,,,0,,,E,E,F,B,4.0,C,D,D,B,A,B,C,A,B
381088,2020,20 anos,F,Parda,1,cursando,Pública,Salvador,BA,,,,,1,,,E,D,B,C,3.0,A,B,C,A,B,B,D,A,B
382076,2020,25 anos,F,Parda,1,concluiu,Não respondeu,Tupaciguara,MG,,,,,1,,,B,B,A,B,4.0,B,B,B,A,A,B,C,A,B
384766,2020,18 anos,M,Branca,1,cursando,Pública,Araguaína,TO,,,,,0,,,E,D,C,B,6.0,D,B,C,A,C,B,E,A,B
385847,2020,18 anos,M,Branca,1,cursando,Pública,Astorga,PR,,,,,0,,,D,G,C,D,4.0,I,B,D,B,A,B,D,B,B
386975,2020,19 anos,M,Branca,1,concluiu,Não respondeu,Belo Horizonte,MG,,,,,0,,,D,D,C,B,4.0,B,B,C,B,A,B,E,C,B
387264,2020,Entre 26 e 30 anos,F,Branca,1,concluiu,Não respondeu,Paiçandu,PR,,,,,1,,,C,B,B,B,2.0,C,B,C,A,A,B,B,A,B
387392,2020,18 anos,M,Parda,1,concluiu,Não respondeu,Montes Claros,MG,,,,,1,,,D,E,C,B,5.0,B,C,D,B,A,B,C,A,B
388786,2020,18 anos,M,Preta,2,concluiu,Não respondeu,São Paulo,SP,,,,,0,,,B,D,C,B,2.0,C,B,C,A,A,B,C,B,B
389165,2020,Entre 26 e 30 anos,M,Parda,1,concluiu,Não respondeu,Sumé,PB,,,,,1,,,A,B,A,A,2.0,B,B,C,A,B,B,C,A,B
389497,2020,18 anos,M,Preta,1,cursando,Pública,Imperatriz,MA,,,,,0,,,G,F,D,D,3.0,G,B,C,A,A,B,D,C,B
389552,2020,Menor de 17 anos,F,Parda,1,cursando,Não respondeu,Jataí,GO,,,,,0,,,F,D,F,B,3.0,B,B,C,A,B,B,C,B,B
390319,2020,22 anos,M,Branca,1,concluiu,Não respondeu,Mirassol,SP,,,,,1,,,E,C,C,B,3.0,F,B,C,B,B,B,C,A,B
391004,2020,17 anos,F,Parda,1,cursando,Pública,São Luís,MA,,,,,1,,,,,,,,,,,,,,,,
393471,2020,Entre 36 e 40 anos,M,Branca,1,concluiu,Não respondeu,São Paulo,SP,374.2,,,397.8,1,,,,,,,,,,,,,,,,
393544,2020,21 anos,M,Branca,1,concluiu,Não respondeu,Teixeira de Freitas,BA,,,,,0,,,F,E,D,D,4.0,H,C,E,C,A,B,E,C,B
394172,2020,20 anos,F,Parda,1,concluiu,Não respondeu,São Paulo,SP,,,,,1,,,E,C,B,B,3.0,D,C,C,B,A,B,C,D,B
394414,2020,17 anos,F,Branca,1,cursando,Pública,Rio de Janeiro,RJ,,,,,1,,,,,,,,,,,,,,,,
395399,2020,17 anos,M,Parda,1,cursando,Pública,Jataí,GO,,,,,1,,,A,A,A,F,3.0,D,B,C,A,A,B,C,B,B
400379,2020,20 anos,F,Parda,1,cursando,Pública,Salvador,BA,,,,,0,,,E,E,F,B,7.0,G,C,D,A,A,B,E,A,B
401978,2020,17 anos,F,Branca,1,cursando,Privada,São Paulo,SP,,,,,1,,,F,E,B,E,5.0,M,E,E,C,A,B,E,B,B
407103,2020,18 anos,F,Parda,1,cursando,Pública,São Mateus,ES,,,,,0,,,B,C,C,F,3.0,B,B,C,A,A,B,D,B,B
407564,2020,17 anos,M,Não declarado,1,cursando,Pública,Palmares,PE,,,,,0,,,E,H,F,F,4.0,C,B,C,A,A,B,C,A,B
408134,2020,17 anos,F,Parda,1,cursando,Pública,São Vicente,SP,,,,,1,,,C,B,C,B,7.0,C,B,C,B,A,B,C,B,B
408480,2020,19 anos,F,Parda,1,cursando,Pública,São João de Meriti,RJ,,,,,1,,,C,C,F,B,4.0,B,B,B,A,A,B,A,A,B
408641,2020,19 anos,F,Preta,1,cursando,Pública,Rio de Janeiro,RJ,,,,,1,,,F,E,D,B,3.0,G,B,D,B,A,B,B,C,B
409485,2020,18 anos,F,Branca,1,cursando,Pública,Tatuí,SP,,,,,0,,,D,D,D,D,4.0,F,B,D,B,A,B,D,B,B
409490,2020,17 anos,F,Branca,1,cursando,Privada,Manaus,AM,,,,,0,,,F,F,D,F,4.0,P,D,D,C,A,B,E,C,B
411578,2020,17 anos,F,Parda,1,cursando,Pública,Vila Velha,ES,,,,,0,,,F,G,F,D,4.0,J,B,D,C,B,B,D,D,B
412191,2020,Menor de 17 anos,F,Parda,1,cursando,Não respondeu,Palmas,TO,485.6,,,563.1,0,,,F,F,D,D,5.0,B,B,C,B,A,B,E,A,B
413136,2020,19 anos,F,Parda,1,cursando,Pública,Sumaré,SP,,,,,1,,,E,E,D,C,3.0,G,C,D,B,A,B,D,B,B
413779,2020,18 anos,M,Branca,1,cursando,Privada,Blumenau,SC,,,,,1,,,D,D,C,B,3.0,D,C,C,C,A,B,E,B,B
413953,2020,18 anos,M,Preta,1,cursando,Pública,Palmas,TO,,,,,1,,,,,,,,,,,,,,,,
414324,2020,17 anos,M,Branca,1,cursando,Pública,Colorado,PR,,,,,0,,,E,E,D,D,5.0,H,C,D,B,A,C,E,B,B
415356,2020,18 anos,F,Branca,1,cursando,Pública,São Mateus,ES,,,,,1,,,E,E,A,B,3.0,B,B,D,A,A,B,C,B,B
416196,2020,17 anos,M,Preta,1,cursando,Pública,Piracuruca,PI,,,,,1,,,E,G,D,D,5.0,F,D,C,B,B,B,D,A,B
416356,2020,Entre 26 e 30 anos,F,Branca,1,concluiu,Não respondeu,Maringá,PR,,,,,1,,,,,,,,,,,,,,,,
416564,2020,19 anos,F,Parda,1,cursando,Pública,Rio Verde,GO,,,,,1,,,C,B,B,F,2.0,D,B,D,A,B,B,C,A,B
417523,2020,Entre 36 e 40 anos,M,Parda,1,concluiu,Não respondeu,Brasília,DF,,,,,0,,,E,E,F,D,3.0,H,C,C,B,A,B,C,C,B
417962,2020,19 anos,M,Parda,1,cursando,Pública,Nova Cruz,RN,,,,,1,,,E,E,B,A,5.0,C,B,D,B,C,B,E,A,B
419573,2020,19 anos,M,Parda,1,concluiu,Não respondeu,Manaus,AM,,,,,0,,,D,C,C,B,3.0,B,B,C,A,A,B,C,A,B
420198,2020,Menor de 17 anos,F,Não declarado,4,cursando,Não respondeu,Bom Jardim,PE,,,,,1,,,B,B,B,A,4.0,B,B,C,A,A,B,B,A,B
421548,2020,18 anos,M,Parda,1,cursando,Pública,São Bernardo do Campo,SP,,,,,0,,,,,,,,,,,,,,,,
421966,2020,20 anos,M,Branca,1,concluiu,Não respondeu,Varginha,MG,607.2,,,589.6,1,,,C,D,D,B,5.0,F,D,D,B,B,B,D,C,B
422446,2020,20 anos,M,Parda,1,concluiu,Não respondeu,Santarém,PA,,,,,1,,,B,E,C,A,5.0,D,B,D,A,A,B,E,A,B
423058,2020,17 anos,M,Branca,1,cursando,Privada,Recife,PE,,,,,0,,,E,G,D,E,5.0,M,D,D,C,A,B,E,D,B
427700,2020,18 anos,F,Parda,1,concluiu,Não respondeu,Piracicaba,SP,,,,,0,,,E,E,C,C,3.0,G,C,D,B,A,B,D,B,B
427872,2020,19 anos,F,Preta,1,concluiu,Não respondeu,Contagem,MG,,,,,0,,,B,E,B,B,5.0,B,B,C,A,A,B,D,B,B
428602,2020,17 anos,M,Branca,1,cursando,Pública,Presidente Prudente,SP,,,,,0,,,F,G,B,E,4.0,D,C,D,B,A,B,D,B,B
429365,2020,20 anos,M,Branca,1,concluiu,Não respondeu,Guanambi,BA,,,,,0,,,F,F,D,D,4.0,C,C,C,B,A,B,B,A,B
432087,2020,24 anos,M,Branca,1,concluiu,Não respondeu,Belo Horizonte,MG,,,,,1,,,,,,,,,,,,,,,,
433524,2020,18 anos,F,Parda,1,cursando,Pública,Feira de Santana,BA,,,,,1,,,C,D,A,A,5.0,B,B,A,A,A,B,A,A,A
433919,2020,Menor de 17 anos,F,Branca,1,cursando,Não respondeu,Guaraí,TO,,,,,0,,,E,G,C,D,4.0,G,D,D,C,B,B,E,B,B
435481,2020,21 anos,F,Preta,1,concluiu,Não respondeu,Recife,PE,,,,,1,,,B,C,B,B,2.0,D,B,C,A,A,B,C,A,B
435639,2020,17 anos,M,Indígena,1,cursando,Pública,Vitória,ES,,,,,0,,,H,H,A,D,4.0,C,C,D,A,A,B,E,A,B
435701,2020,20 anos,F,Parda,1,concluiu,Não respondeu,Três Rios,RJ,,,,,0,,,D,D,C,B,2.0,B,C,D,B,A,B,C,B,B
436009,2020,19 anos,M,Branca,1,concluiu,Não respondeu,Uberlândia,MG,,,,,0,,,H,G,F,D,4.0,D,D,D,B,A,B,B,B,B
436078,2020,Menor de 17 anos,M,Parda,1,cursando,Não respondeu,Salvador,BA,,,,,0,,,E,B,C,B,3.0,C,B,B,A,A,B,C,B,B
437232,2020,Menor de 17 anos,F,Parda,1,cursando,Não respondeu,Cascavel,PR,406.1,,,457.8,0,,,B,G,C,D,3.0,I,B,C,B,A,B,C,B,B
439142,2020,25 anos,F,Parda,1,concluiu,Não respondeu,Caldas Novas,GO,,,,,0,,,C,C,B,C,4.0,D,B,C,A,A,B,D,A,B
